"","genotype","datelist","animal","variable","fram","lens","expt"
"17678","Nd","20170114c1v1",5,"V267",7724,8,"tetx"
"17679","Nd","20170114c1v1",5,"V268",7736,10,"tetx"
"17680","Nd","20170114c1v1",5,"V270",7777,17,"tetx"
"17681","Nd","20170114c1v1",5,"V272",7814,14,"tetx"
"17682","Nd","20170114c1v1",5,"V275",7868,11,"tetx"
"17683","Nd","20170114c1v1",5,"V276",7880,5,"tetx"
"17684","Nd","20170114c1v1",5,"V277",7957,22,"tetx"
"17685","Nd","20170114c1v1",5,"V279",8078,12,"tetx"
"17686","Nd","20170114c1v1",5,"V280",8116,5,"tetx"
"17687","Nd","20170114c1v1",5,"V281",8141,9,"tetx"
"17688","Nd","20170114c1v1",5,"V292",8259,7,"tetx"
"17689","Nd","20170114c1v1",5,"V299",8942,10,"tetx"
"17690","Nd","20170114c1v1",5,"V300",9900,190,"tetx"
"17691","Nd","20170114c1v1",5,"V301",10390,97,"tetx"
"17692","Nd","20170114c1v1",5,"V303",10504,70,"tetx"
"17693","Nd","20170114c1v1",5,"V304",10798,254,"tetx"
"17694","Xe","20170114c1v2",1,"V2",31,6,"tetx"
"17695","Xe","20170114c1v2",1,"V5",563,21,"tetx"
"17696","Xe","20170114c1v2",1,"V6",603,18,"tetx"
"17697","Xe","20170114c1v2",1,"V8",963,9,"tetx"
"17698","Xe","20170114c1v2",1,"V12",2616,98,"tetx"
"17699","Xe","20170114c1v2",1,"V19",2700,9,"tetx"
"17700","Xe","20170114c1v2",1,"V23",2771,8,"tetx"
"17701","Xe","20170114c1v2",1,"V26",2815,10,"tetx"
"17702","Xe","20170114c1v2",1,"V27",2829,8,"tetx"
"17703","Xe","20170114c1v2",1,"V29",2905,11,"tetx"
"17704","Xe","20170114c1v2",1,"V31",2929,5,"tetx"
"17705","Xe","20170114c1v2",1,"V32",2939,8,"tetx"
"17706","Xe","20170114c1v2",1,"V34",2979,10,"tetx"
"17707","Xe","20170114c1v2",1,"V35",3013,13,"tetx"
"17708","Xe","20170114c1v2",1,"V37",3034,6,"tetx"
"17709","Xe","20170114c1v2",1,"V43",3090,11,"tetx"
"17710","Xe","20170114c1v2",1,"V45",3260,10,"tetx"
"17711","Xe","20170114c1v2",1,"V46",3274,10,"tetx"
"17712","Xe","20170114c1v2",1,"V47",3293,16,"tetx"
"17713","Xe","20170114c1v2",1,"V54",3366,11,"tetx"
"17714","Xe","20170114c1v2",1,"V64",3525,7,"tetx"
"17715","Xe","20170114c1v2",1,"V65",3556,6,"tetx"
"17716","Xe","20170114c1v2",1,"V67",3619,9,"tetx"
"17717","Xe","20170114c1v2",1,"V69",3651,5,"tetx"
"17718","Xe","20170114c1v2",1,"V70",3676,23,"tetx"
"17719","Xe","20170114c1v2",1,"V74",3745,5,"tetx"
"17720","Xe","20170114c1v2",1,"V76",3765,7,"tetx"
"17721","Xe","20170114c1v2",1,"V79",3790,5,"tetx"
"17722","Xe","20170114c1v2",1,"V84",3931,5,"tetx"
"17723","Xe","20170114c1v2",1,"V87",4011,6,"tetx"
"17724","Xe","20170114c1v2",1,"V89",4064,6,"tetx"
"17725","Xe","20170114c1v2",1,"V91",4115,7,"tetx"
"17726","Xe","20170114c1v2",1,"V94",4138,7,"tetx"
"17727","Xe","20170114c1v2",1,"V95",4148,8,"tetx"
"17728","Xe","20170114c1v2",1,"V97",4196,5,"tetx"
"17729","Xe","20170114c1v2",1,"V103",4263,6,"tetx"
"17730","Xe","20170114c1v2",1,"V108",4354,8,"tetx"
"17731","Xe","20170114c1v2",1,"V112",4446,9,"tetx"
"17732","Xe","20170114c1v2",1,"V115",4490,26,"tetx"
"17733","Xe","20170114c1v2",1,"V116",4510,18,"tetx"
"17734","Xe","20170114c1v2",1,"V118",4525,10,"tetx"
"17735","Xe","20170114c1v2",1,"V119",4532,5,"tetx"
"17736","Xe","20170114c1v2",1,"V121",4549,10,"tetx"
"17737","Xe","20170114c1v2",1,"V123",4576,18,"tetx"
"17738","Xe","20170114c1v2",1,"V124",4586,6,"tetx"
"17739","Xe","20170114c1v2",1,"V125",4624,36,"tetx"
"17740","Xe","20170114c1v2",1,"V127",4650,7,"tetx"
"17741","Xe","20170114c1v2",1,"V129",4667,7,"tetx"
"17742","Xe","20170114c1v2",1,"V130",4685,16,"tetx"
"17743","Xe","20170114c1v2",1,"V134",4729,5,"tetx"
"17744","Xe","20170114c1v2",1,"V136",4745,7,"tetx"
"17745","Xe","20170114c1v2",1,"V137",4768,20,"tetx"
"17746","Xe","20170114c1v2",1,"V139",4795,14,"tetx"
"17747","Xe","20170114c1v2",1,"V141",4809,7,"tetx"
"17748","Xe","20170114c1v2",1,"V144",4841,18,"tetx"
"17749","Xe","20170114c1v2",1,"V146",4885,13,"tetx"
"17750","Xe","20170114c1v2",1,"V148",4897,7,"tetx"
"17751","Xe","20170114c1v2",1,"V149",4932,33,"tetx"
"17752","Xe","20170114c1v2",1,"V151",4950,9,"tetx"
"17753","Xe","20170114c1v2",1,"V155",4982,6,"tetx"
"17754","Xe","20170114c1v2",1,"V156",4993,6,"tetx"
"17755","Xe","20170114c1v2",1,"V157",5003,7,"tetx"
"17756","Xe","20170114c1v2",1,"V162",5061,8,"tetx"
"17757","Xe","20170114c1v2",1,"V163",5124,58,"tetx"
"17758","Xe","20170114c1v2",1,"V166",5149,7,"tetx"
"17759","Xe","20170114c1v2",1,"V167",5157,5,"tetx"
"17760","Xe","20170114c1v2",1,"V172",5192,14,"tetx"
"17761","Xe","20170114c1v2",1,"V174",5207,6,"tetx"
"17762","Xe","20170114c1v2",1,"V175",5223,9,"tetx"
"17763","Xe","20170114c1v2",1,"V177",5243,9,"tetx"
"17764","Xe","20170114c1v2",1,"V179",5269,11,"tetx"
"17765","Xe","20170114c1v2",1,"V188",5429,13,"tetx"
"17766","Xe","20170114c1v2",1,"V190",5460,5,"tetx"
"17767","Xe","20170114c1v2",1,"V191",5492,6,"tetx"
"17768","Xe","20170114c1v2",1,"V195",5599,19,"tetx"
"17769","Xe","20170114c1v2",1,"V200",5623,6,"tetx"
"17770","Xe","20170114c1v2",1,"V201",5635,7,"tetx"
"17771","Xe","20170114c1v2",1,"V204",5666,6,"tetx"
"17772","Xe","20170114c1v2",1,"V210",5712,7,"tetx"
"17773","Xe","20170114c1v2",1,"V212",5736,9,"tetx"
"17774","Xe","20170114c1v2",1,"V214",5763,8,"tetx"
"17775","Xe","20170114c1v2",1,"V216",5781,6,"tetx"
"17776","Xe","20170114c1v2",1,"V217",5790,7,"tetx"
"17777","Xe","20170114c1v2",1,"V220",5820,7,"tetx"
"17778","Xe","20170114c1v2",1,"V223",5841,12,"tetx"
"17779","Xe","20170114c1v2",1,"V225",5869,19,"tetx"
"17780","Xe","20170114c1v2",1,"V229",5892,5,"tetx"
"17781","Xe","20170114c1v2",1,"V230",5907,11,"tetx"
"17782","Xe","20170114c1v2",1,"V231",5916,5,"tetx"
"17783","Xe","20170114c1v2",1,"V233",5931,7,"tetx"
"17784","Xe","20170114c1v2",1,"V236",5951,5,"tetx"
"17785","Xe","20170114c1v2",1,"V237",5965,10,"tetx"
"17786","Xe","20170114c1v2",1,"V240",6001,6,"tetx"
"17787","Xe","20170114c1v2",1,"V242",6052,20,"tetx"
"17788","Xe","20170114c1v2",1,"V243",6084,30,"tetx"
"17789","Xe","20170114c1v2",1,"V245",6111,7,"tetx"
"17790","Xe","20170114c1v2",1,"V251",6189,8,"tetx"
"17791","Xe","20170114c1v2",1,"V252",6223,14,"tetx"
"17792","Xe","20170114c1v2",1,"V253",6271,22,"tetx"
"17793","Xe","20170114c1v2",1,"V254",6283,5,"tetx"
"17794","Xe","20170114c1v2",1,"V255",6299,5,"tetx"
"17795","Xe","20170114c1v2",1,"V256",6311,5,"tetx"
"17796","Xe","20170114c1v2",1,"V257",6321,8,"tetx"
"17797","Xe","20170114c1v2",1,"V272",6505,12,"tetx"
"17798","Xe","20170114c1v2",1,"V275",6539,14,"tetx"
"17799","Xe","20170114c1v2",1,"V276",6568,6,"tetx"
"17800","Xe","20170114c1v2",1,"V280",6626,7,"tetx"
"17801","Xe","20170114c1v2",1,"V281",6735,11,"tetx"
"17802","Xe","20170114c1v2",1,"V285",6777,11,"tetx"
"17803","Xe","20170114c1v2",1,"V286",6794,6,"tetx"
"17804","Xe","20170114c1v2",1,"V287",6809,7,"tetx"
"17805","Xe","20170114c1v2",1,"V289",6830,6,"tetx"
"17806","Xe","20170114c1v2",1,"V290",6845,6,"tetx"
"17807","Xe","20170114c1v2",1,"V292",6880,28,"tetx"
"17808","Xe","20170114c1v2",1,"V293",6893,7,"tetx"
"17809","Xe","20170114c1v2",1,"V298",6956,11,"tetx"
"17810","Xe","20170114c1v2",1,"V305",7044,6,"tetx"
"17811","Xe","20170114c1v2",1,"V306",7063,17,"tetx"
"17812","Xe","20170114c1v2",1,"V308",7110,5,"tetx"
"17813","Xe","20170114c1v2",1,"V309",7122,10,"tetx"
"17814","Xe","20170114c1v2",1,"V310",7140,16,"tetx"
"17815","Xe","20170114c1v2",1,"V311",7165,22,"tetx"
"17816","Xe","20170114c1v2",1,"V313",7182,5,"tetx"
"17817","Xe","20170114c1v2",1,"V315",7201,6,"tetx"
"17818","Xe","20170114c1v2",1,"V316",7225,10,"tetx"
"17819","Xe","20170114c1v2",1,"V319",7260,19,"tetx"
"17820","Xe","20170114c1v2",1,"V321",7277,7,"tetx"
"17821","Xe","20170114c1v2",1,"V325",7303,5,"tetx"
"17822","Xe","20170114c1v2",1,"V329",7349,7,"tetx"
"17823","Xe","20170114c1v2",1,"V330",7361,10,"tetx"
"17824","Xe","20170114c1v2",1,"V333",7393,13,"tetx"
"17825","Xe","20170114c1v2",1,"V334",7413,13,"tetx"
"17826","Xe","20170114c1v2",1,"V340",7452,6,"tetx"
"17827","Xe","20170114c1v2",1,"V341",7477,20,"tetx"
"17828","Xe","20170114c1v2",1,"V350",7575,7,"tetx"
"17829","Xe","20170114c1v2",1,"V353",7623,5,"tetx"
"17830","Xe","20170114c1v2",1,"V354",7631,5,"tetx"
"17831","Xe","20170114c1v2",1,"V356",7648,8,"tetx"
"17832","Xe","20170114c1v2",1,"V357",7699,49,"tetx"
"17833","Xe","20170114c1v2",1,"V358",7713,12,"tetx"
"17834","Xe","20170114c1v2",1,"V360",7738,13,"tetx"
"17835","Xe","20170114c1v2",1,"V363",7755,6,"tetx"
"17836","Xe","20170114c1v2",1,"V364",7778,20,"tetx"
"17837","Xe","20170114c1v2",1,"V365",7792,5,"tetx"
"17838","Xe","20170114c1v2",1,"V369",7845,28,"tetx"
"17839","Xe","20170114c1v2",1,"V371",7864,9,"tetx"
"17840","Xe","20170114c1v2",1,"V373",7918,45,"tetx"
"17841","Xe","20170114c1v2",1,"V374",7925,5,"tetx"
"17842","Xe","20170114c1v2",1,"V375",7945,16,"tetx"
"17843","Xe","20170114c1v2",1,"V376",7959,10,"tetx"
"17844","Xe","20170114c1v2",1,"V377",7971,9,"tetx"
"17845","Xe","20170114c1v2",1,"V385",8176,10,"tetx"
"17846","Xe","20170114c1v2",1,"V386",8190,5,"tetx"
"17847","Xe","20170114c1v2",1,"V390",8292,12,"tetx"
"17848","Xe","20170114c1v2",1,"V394",8355,6,"tetx"
"17849","Xe","20170114c1v2",1,"V395",8384,8,"tetx"
"17850","Xe","20170114c1v2",1,"V396",8455,13,"tetx"
"17851","Xe","20170114c1v2",1,"V398",8475,10,"tetx"
"17852","Xe","20170114c1v2",1,"V400",8488,6,"tetx"
"17853","Xe","20170114c1v2",1,"V404",8548,12,"tetx"
"17854","Xe","20170114c1v2",1,"V409",8596,6,"tetx"
"17855","Xe","20170114c1v2",1,"V416",8669,5,"tetx"
"17856","Xe","20170114c1v2",1,"V418",8715,6,"tetx"
"17857","Xe","20170114c1v2",1,"V429",8903,18,"tetx"
"17858","Xe","20170114c1v2",1,"V431",8918,10,"tetx"
"17859","Xe","20170114c1v2",1,"V432",8932,9,"tetx"
"17860","Xe","20170114c1v2",1,"V434",8961,8,"tetx"
"17861","Xe","20170114c1v2",1,"V435",8987,17,"tetx"
"17862","Xe","20170114c1v2",1,"V437",9001,7,"tetx"
"17863","Xe","20170114c1v2",1,"V447",9092,7,"tetx"
"17864","Xe","20170114c1v2",1,"V450",9129,5,"tetx"
"17865","Xe","20170114c1v2",1,"V452",9166,14,"tetx"
"17866","Xe","20170114c1v2",1,"V455",9202,17,"tetx"
"17867","Xe","20170114c1v2",1,"V464",9316,8,"tetx"
"17868","Xe","20170114c1v2",1,"V471",9409,7,"tetx"
"17869","Xe","20170114c1v2",1,"V472",9419,5,"tetx"
"17870","Xe","20170114c1v2",1,"V479",9471,6,"tetx"
"17871","Xe","20170114c1v2",1,"V482",9492,7,"tetx"
"17872","Xe","20170114c1v2",1,"V483",9507,9,"tetx"
"17873","Xe","20170114c1v2",1,"V485",9539,8,"tetx"
"17874","Xe","20170114c1v2",1,"V486",9563,15,"tetx"
"17875","Xe","20170114c1v2",1,"V487",9594,7,"tetx"
"17876","Xe","20170114c1v2",1,"V494",9734,10,"tetx"
"17877","Xe","20170114c1v2",1,"V497",9766,7,"tetx"
"17878","Xe","20170114c1v2",1,"V498",9816,44,"tetx"
"17879","Xe","20170114c1v2",1,"V501",9857,10,"tetx"
"17880","Xe","20170114c1v2",1,"V503",9885,5,"tetx"
"17881","Xe","20170114c1v2",1,"V507",9919,9,"tetx"
"17882","Xe","20170114c1v2",1,"V511",10021,9,"tetx"
"17883","Xe","20170114c1v2",1,"V517",10083,10,"tetx"
"17884","Xe","20170114c1v2",1,"V522",10327,10,"tetx"
"17885","Xe","20170114c1v2",1,"V523",10345,9,"tetx"
"17886","Xe","20170114c1v2",1,"V524",10359,11,"tetx"
"17887","Xe","20170114c1v2",1,"V531",10448,14,"tetx"
"17888","Xe","20170114c1v2",1,"V532",10463,9,"tetx"
"17889","Xe","20170114c1v2",1,"V536",10628,5,"tetx"
"17890","Xe","20170114c1v2",1,"V537",10638,8,"tetx"
"17891","Xe","20170114c1v2",1,"V538",10646,6,"tetx"
"17892","Xe","20170114c1v2",1,"V539",10657,7,"tetx"
"17893","Xe","20170114c1v2",1,"V541",10683,15,"tetx"
"17894","Xe","20170114c1v2",1,"V543",10702,5,"tetx"
"17895","Xe","20170114c1v2",1,"V544",10721,9,"tetx"
"17896","Xe","20170114c1v2",1,"V549",10768,8,"tetx"
"17897","Xe","20170114c1v2",2,"V2",646,6,"tetx"
"17898","Xe","20170114c1v2",2,"V5",778,7,"tetx"
"17899","Xe","20170114c1v2",2,"V9",907,6,"tetx"
"17900","Xe","20170114c1v2",2,"V12",948,11,"tetx"
"17901","Xe","20170114c1v2",2,"V13",956,5,"tetx"
"17902","Xe","20170114c1v2",2,"V14",971,12,"tetx"
"17903","Xe","20170114c1v2",2,"V15",978,5,"tetx"
"17904","Xe","20170114c1v2",2,"V17",991,7,"tetx"
"17905","Xe","20170114c1v2",2,"V22",1027,8,"tetx"
"17906","Xe","20170114c1v2",2,"V30",1062,8,"tetx"
"17907","Xe","20170114c1v2",2,"V31",1069,5,"tetx"
"17908","Xe","20170114c1v2",2,"V34",1095,9,"tetx"
"17909","Xe","20170114c1v2",2,"V37",1124,14,"tetx"
"17910","Xe","20170114c1v2",2,"V40",1153,8,"tetx"
"17911","Xe","20170114c1v2",2,"V42",1171,7,"tetx"
"17912","Xe","20170114c1v2",2,"V46",1205,8,"tetx"
"17913","Xe","20170114c1v2",2,"V47",1215,5,"tetx"
"17914","Xe","20170114c1v2",2,"V49",1231,8,"tetx"
"17915","Xe","20170114c1v2",2,"V54",1266,9,"tetx"
"17916","Xe","20170114c1v2",2,"V56",1278,5,"tetx"
"17917","Xe","20170114c1v2",2,"V61",1305,7,"tetx"
"17918","Xe","20170114c1v2",2,"V63",1315,5,"tetx"
"17919","Xe","20170114c1v2",2,"V71",1379,10,"tetx"
"17920","Xe","20170114c1v2",2,"V72",1390,9,"tetx"
"17921","Xe","20170114c1v2",2,"V78",1434,6,"tetx"
"17922","Xe","20170114c1v2",2,"V80",1461,20,"tetx"
"17923","Xe","20170114c1v2",2,"V87",1513,16,"tetx"
"17924","Xe","20170114c1v2",2,"V92",1591,11,"tetx"
"17925","Xe","20170114c1v2",2,"V97",1694,6,"tetx"
"17926","Xe","20170114c1v2",2,"V100",1864,7,"tetx"
"17927","Xe","20170114c1v2",2,"V107",2042,5,"tetx"
"17928","Xe","20170114c1v2",2,"V109",2082,23,"tetx"
"17929","Xe","20170114c1v2",2,"V110",2102,15,"tetx"
"17930","Xe","20170114c1v2",2,"V111",2117,8,"tetx"
"17931","Xe","20170114c1v2",2,"V112",2126,7,"tetx"
"17932","Xe","20170114c1v2",2,"V113",2145,16,"tetx"
"17933","Xe","20170114c1v2",2,"V114",2155,8,"tetx"
"17934","Xe","20170114c1v2",2,"V115",2165,8,"tetx"
"17935","Xe","20170114c1v2",2,"V116",2217,50,"tetx"
"17936","Xe","20170114c1v2",2,"V118",2237,13,"tetx"
"17937","Xe","20170114c1v2",2,"V119",2375,136,"tetx"
"17938","Xe","20170114c1v2",2,"V121",2449,42,"tetx"
"17939","Xe","20170114c1v2",2,"V122",2525,70,"tetx"
"17940","Xe","20170114c1v2",2,"V123",2547,19,"tetx"
"17941","Xe","20170114c1v2",2,"V125",2558,6,"tetx"
"17942","Xe","20170114c1v2",2,"V126",2578,6,"tetx"
"17943","Xe","20170114c1v2",2,"V128",2626,7,"tetx"
"17944","Xe","20170114c1v2",2,"V131",2681,7,"tetx"
"17945","Xe","20170114c1v2",2,"V136",2715,6,"tetx"
"17946","Xe","20170114c1v2",2,"V143",2851,6,"tetx"
"17947","Xe","20170114c1v2",2,"V147",3033,13,"tetx"
"17948","Xe","20170114c1v2",2,"V148",3046,5,"tetx"
"17949","Xe","20170114c1v2",2,"V152",3076,6,"tetx"
"17950","Xe","20170114c1v2",2,"V153",3083,5,"tetx"
"17951","Xe","20170114c1v2",2,"V183",3682,8,"tetx"
"17952","Xe","20170114c1v2",2,"V185",3721,14,"tetx"
"17953","Xe","20170114c1v2",2,"V186",3737,14,"tetx"
"17954","Xe","20170114c1v2",2,"V191",3796,5,"tetx"
"17955","Xe","20170114c1v2",2,"V200",3905,10,"tetx"
"17956","Xe","20170114c1v2",2,"V201",3917,5,"tetx"
"17957","Xe","20170114c1v2",2,"V202",3943,19,"tetx"
"17958","Xe","20170114c1v2",2,"V203",3952,6,"tetx"
"17959","Xe","20170114c1v2",2,"V214",4174,5,"tetx"
"17960","Xe","20170114c1v2",2,"V217",4251,6,"tetx"
"17961","Xe","20170114c1v2",2,"V218",4261,8,"tetx"
"17962","Xe","20170114c1v2",2,"V219",4274,7,"tetx"
"17963","Xe","20170114c1v2",2,"V220",4281,5,"tetx"
"17964","Xe","20170114c1v2",2,"V226",4367,5,"tetx"
"17965","Xe","20170114c1v2",2,"V231",4423,5,"tetx"
"17966","Xe","20170114c1v2",2,"V232",4475,49,"tetx"
"17967","Xe","20170114c1v2",2,"V233",4492,13,"tetx"
"17968","Xe","20170114c1v2",2,"V234",4510,15,"tetx"
"17969","Xe","20170114c1v2",2,"V236",4524,7,"tetx"
"17970","Xe","20170114c1v2",2,"V237",4535,9,"tetx"
"17971","Xe","20170114c1v2",2,"V239",4547,7,"tetx"
"17972","Xe","20170114c1v2",2,"V241",4580,9,"tetx"
"17973","Xe","20170114c1v2",2,"V242",4592,9,"tetx"
"17974","Xe","20170114c1v2",2,"V247",4626,8,"tetx"
"17975","Xe","20170114c1v2",2,"V252",4683,11,"tetx"
"17976","Xe","20170114c1v2",2,"V256",4705,5,"tetx"
"17977","Xe","20170114c1v2",2,"V257",4722,5,"tetx"
"17978","Xe","20170114c1v2",2,"V258",4739,5,"tetx"
"17979","Xe","20170114c1v2",2,"V263",4808,6,"tetx"
"17980","Xe","20170114c1v2",2,"V266",4828,11,"tetx"
"17981","Xe","20170114c1v2",2,"V274",4917,8,"tetx"
"17982","Xe","20170114c1v2",2,"V276",4936,5,"tetx"
"17983","Xe","20170114c1v2",2,"V278",4951,6,"tetx"
"17984","Xe","20170114c1v2",2,"V279",4962,9,"tetx"
"17985","Xe","20170114c1v2",2,"V283",4986,6,"tetx"
"17986","Xe","20170114c1v2",2,"V284",4996,8,"tetx"
"17987","Xe","20170114c1v2",2,"V291",5057,7,"tetx"
"17988","Xe","20170114c1v2",2,"V294",5083,14,"tetx"
"17989","Xe","20170114c1v2",2,"V295",5106,21,"tetx"
"17990","Xe","20170114c1v2",2,"V296",5114,5,"tetx"
"17991","Xe","20170114c1v2",2,"V300",5144,7,"tetx"
"17992","Xe","20170114c1v2",2,"V301",5160,11,"tetx"
"17993","Xe","20170114c1v2",2,"V303",5177,8,"tetx"
"17994","Xe","20170114c1v2",2,"V304",5192,7,"tetx"
"17995","Xe","20170114c1v2",2,"V306",5221,17,"tetx"
"17996","Xe","20170114c1v2",2,"V307",5242,8,"tetx"
"17997","Xe","20170114c1v2",2,"V309",5258,6,"tetx"
"17998","Xe","20170114c1v2",2,"V315",5312,8,"tetx"
"17999","Xe","20170114c1v2",2,"V319",5368,6,"tetx"
"18000","Xe","20170114c1v2",2,"V320",5386,14,"tetx"
"18001","Xe","20170114c1v2",2,"V321",5417,29,"tetx"
"18002","Xe","20170114c1v2",2,"V324",5465,16,"tetx"
"18003","Xe","20170114c1v2",2,"V330",5551,29,"tetx"
"18004","Xe","20170114c1v2",2,"V333",5572,13,"tetx"
"18005","Xe","20170114c1v2",2,"V334",5588,13,"tetx"
"18006","Xe","20170114c1v2",2,"V341",5626,5,"tetx"
"18007","Xe","20170114c1v2",2,"V343",5649,11,"tetx"
"18008","Xe","20170114c1v2",2,"V344",5661,8,"tetx"
"18009","Xe","20170114c1v2",2,"V345",5675,5,"tetx"
"18010","Xe","20170114c1v2",2,"V351",5745,23,"tetx"
"18011","Xe","20170114c1v2",2,"V352",5760,13,"tetx"
"18012","Xe","20170114c1v2",2,"V353",5767,5,"tetx"
"18013","Xe","20170114c1v2",2,"V355",5787,14,"tetx"
"18014","Xe","20170114c1v2",2,"V360",5828,8,"tetx"
"18015","Xe","20170114c1v2",2,"V363",5849,6,"tetx"
"18016","Xe","20170114c1v2",2,"V365",5871,5,"tetx"
"18017","Xe","20170114c1v2",2,"V367",5897,9,"tetx"
"18018","Xe","20170114c1v2",2,"V368",5928,6,"tetx"
"18019","Xe","20170114c1v2",2,"V370",5953,13,"tetx"
"18020","Xe","20170114c1v2",2,"V372",5967,5,"tetx"
"18021","Xe","20170114c1v2",2,"V374",5990,14,"tetx"
"18022","Xe","20170114c1v2",2,"V377",6021,12,"tetx"
"18023","Xe","20170114c1v2",2,"V381",6056,5,"tetx"
"18024","Xe","20170114c1v2",2,"V385",6092,5,"tetx"
"18025","Xe","20170114c1v2",2,"V386",6114,8,"tetx"
"18026","Xe","20170114c1v2",2,"V387",6126,8,"tetx"
"18027","Xe","20170114c1v2",2,"V398",6220,13,"tetx"
"18028","Xe","20170114c1v2",2,"V402",6272,17,"tetx"
"18029","Xe","20170114c1v2",2,"V406",6304,6,"tetx"
"18030","Xe","20170114c1v2",2,"V407",6329,9,"tetx"
"18031","Xe","20170114c1v2",2,"V409",6363,10,"tetx"
"18032","Xe","20170114c1v2",2,"V410",6396,30,"tetx"
"18033","Xe","20170114c1v2",2,"V411",6403,5,"tetx"
"18034","Xe","20170114c1v2",2,"V415",6448,13,"tetx"
"18035","Xe","20170114c1v2",2,"V420",6518,13,"tetx"
"18036","Xe","20170114c1v2",2,"V423",6558,5,"tetx"
"18037","Xe","20170114c1v2",2,"V426",6599,29,"tetx"
"18038","Xe","20170114c1v2",2,"V429",6626,10,"tetx"
"18039","Xe","20170114c1v2",2,"V433",6664,8,"tetx"
"18040","Xe","20170114c1v2",2,"V436",6691,5,"tetx"
"18041","Xe","20170114c1v2",2,"V437",6712,19,"tetx"
"18042","Xe","20170114c1v2",2,"V442",6822,6,"tetx"
"18043","Xe","20170114c1v2",2,"V449",6918,12,"tetx"
"18044","Xe","20170114c1v2",2,"V454",6976,9,"tetx"
"18045","Xe","20170114c1v2",2,"V456",6997,8,"tetx"
"18046","Xe","20170114c1v2",2,"V460",7027,5,"tetx"
"18047","Xe","20170114c1v2",2,"V462",7047,14,"tetx"
"18048","Xe","20170114c1v2",2,"V466",7085,6,"tetx"
"18049","Xe","20170114c1v2",2,"V470",7319,6,"tetx"
"18050","Xe","20170114c1v2",2,"V471",7338,9,"tetx"
"18051","Xe","20170114c1v2",2,"V472",7351,11,"tetx"
"18052","Xe","20170114c1v2",2,"V477",7378,5,"tetx"
"18053","Xe","20170114c1v2",2,"V478",7406,21,"tetx"
"18054","Xe","20170114c1v2",2,"V482",7447,5,"tetx"
"18055","Xe","20170114c1v2",2,"V486",7476,6,"tetx"
"18056","Xe","20170114c1v2",2,"V488",7493,5,"tetx"
"18057","Xe","20170114c1v2",2,"V490",7511,5,"tetx"
"18058","Xe","20170114c1v2",2,"V499",7643,11,"tetx"
"18059","Xe","20170114c1v2",2,"V503",7675,5,"tetx"
"18060","Xe","20170114c1v2",2,"V510",7742,9,"tetx"
"18061","Xe","20170114c1v2",2,"V512",7771,24,"tetx"
"18062","Xe","20170114c1v2",2,"V514",7806,30,"tetx"
"18063","Xe","20170114c1v2",2,"V516",7826,11,"tetx"
"18064","Xe","20170114c1v2",2,"V518",7842,6,"tetx"
"18065","Xe","20170114c1v2",2,"V521",7867,5,"tetx"
"18066","Xe","20170114c1v2",2,"V535",8300,5,"tetx"
"18067","Xe","20170114c1v2",2,"V539",8349,6,"tetx"
"18068","Xe","20170114c1v2",2,"V545",8409,14,"tetx"
"18069","Xe","20170114c1v2",2,"V546",8430,9,"tetx"
"18070","Xe","20170114c1v2",2,"V547",8441,8,"tetx"
"18071","Xe","20170114c1v2",2,"V549",8463,10,"tetx"
"18072","Xe","20170114c1v2",2,"V557",8584,5,"tetx"
"18073","Xe","20170114c1v2",2,"V559",8636,5,"tetx"
"18074","Xe","20170114c1v2",2,"V567",8716,5,"tetx"
"18075","Xe","20170114c1v2",2,"V573",8781,7,"tetx"
"18076","Xe","20170114c1v2",2,"V581",8915,6,"tetx"
"18077","Xe","20170114c1v2",2,"V582",8945,14,"tetx"
"18078","Xe","20170114c1v2",2,"V583",9003,21,"tetx"
"18079","Xe","20170114c1v2",2,"V586",9030,11,"tetx"
"18080","Xe","20170114c1v2",2,"V587",9042,10,"tetx"
"18081","Xe","20170114c1v2",2,"V589",9071,9,"tetx"
"18082","Xe","20170114c1v2",2,"V590",9089,15,"tetx"
"18083","Xe","20170114c1v2",2,"V597",9150,7,"tetx"
"18084","Xe","20170114c1v2",2,"V599",9186,28,"tetx"
"18085","Xe","20170114c1v2",2,"V600",9199,11,"tetx"
"18086","Xe","20170114c1v2",2,"V604",9239,23,"tetx"
"18087","Xe","20170114c1v2",2,"V608",9430,9,"tetx"
"18088","Xe","20170114c1v2",2,"V612",9483,13,"tetx"
"18089","Xe","20170114c1v2",2,"V618",9576,9,"tetx"
"18090","Xe","20170114c1v2",2,"V621",9680,6,"tetx"
"18091","Xe","20170114c1v2",2,"V622",9761,9,"tetx"
"18092","Xe","20170114c1v2",2,"V623",10730,950,"tetx"
"18093","Xe","20170114c1v2",2,"V626",10789,31,"tetx"
"18094","Xe","20170114c1v2",3,"V2",14,9,"tetx"
"18095","Xe","20170114c1v2",3,"V3",26,8,"tetx"
"18096","Xe","20170114c1v2",3,"V4",45,17,"tetx"
"18097","Xe","20170114c1v2",3,"V6",62,7,"tetx"
"18098","Xe","20170114c1v2",3,"V9",85,10,"tetx"
"18099","Xe","20170114c1v2",3,"V14",164,7,"tetx"
"18100","Xe","20170114c1v2",3,"V19",242,7,"tetx"
"18101","Xe","20170114c1v2",3,"V21",260,7,"tetx"
