"","genotype","datelist","animal","variable","fram","lens","expt"
"17255","Nd","20170114c1v1",3,"V16",1460,6,"tetx"
"17256","Nd","20170114c1v1",3,"V31",2042,8,"tetx"
"17257","Nd","20170114c1v1",3,"V35",2091,10,"tetx"
"17258","Nd","20170114c1v1",3,"V36",2108,8,"tetx"
"17259","Nd","20170114c1v1",3,"V38",2123,6,"tetx"
"17260","Nd","20170114c1v1",3,"V39",2135,7,"tetx"
"17261","Nd","20170114c1v1",3,"V40",2145,8,"tetx"
"17262","Nd","20170114c1v1",3,"V42",2164,5,"tetx"
"17263","Nd","20170114c1v1",3,"V47",2241,22,"tetx"
"17264","Nd","20170114c1v1",3,"V48",2287,43,"tetx"
"17265","Nd","20170114c1v1",3,"V51",2351,16,"tetx"
"17266","Nd","20170114c1v1",3,"V52",2375,22,"tetx"
"17267","Nd","20170114c1v1",3,"V53",2393,16,"tetx"
"17268","Nd","20170114c1v1",3,"V54",2404,9,"tetx"
"17269","Nd","20170114c1v1",3,"V55",2423,5,"tetx"
"17270","Nd","20170114c1v1",3,"V56",2434,9,"tetx"
"17271","Nd","20170114c1v1",3,"V58",2519,67,"tetx"
"17272","Nd","20170114c1v1",3,"V59",2600,79,"tetx"
"17273","Nd","20170114c1v1",3,"V60",2619,16,"tetx"
"17274","Nd","20170114c1v1",3,"V63",2641,12,"tetx"
"17275","Nd","20170114c1v1",3,"V65",2678,28,"tetx"
"17276","Nd","20170114c1v1",3,"V67",2730,17,"tetx"
"17277","Nd","20170114c1v1",3,"V68",2748,16,"tetx"
"17278","Nd","20170114c1v1",3,"V69",2769,19,"tetx"
"17279","Nd","20170114c1v1",3,"V70",2779,6,"tetx"
"17280","Nd","20170114c1v1",3,"V75",2854,11,"tetx"
"17281","Nd","20170114c1v1",3,"V80",2895,7,"tetx"
"17282","Nd","20170114c1v1",3,"V83",2937,11,"tetx"
"17283","Nd","20170114c1v1",3,"V85",2956,9,"tetx"
"17284","Nd","20170114c1v1",3,"V90",2999,12,"tetx"
"17285","Nd","20170114c1v1",3,"V92",3035,6,"tetx"
"17286","Nd","20170114c1v1",3,"V99",3192,5,"tetx"
"17287","Nd","20170114c1v1",3,"V100",3280,5,"tetx"
"17288","Nd","20170114c1v1",3,"V110",3581,15,"tetx"
"17289","Nd","20170114c1v1",3,"V123",3871,5,"tetx"
"17290","Nd","20170114c1v1",3,"V126",4007,9,"tetx"
"17291","Nd","20170114c1v1",3,"V130",4047,10,"tetx"
"17292","Nd","20170114c1v1",3,"V135",4101,12,"tetx"
"17293","Nd","20170114c1v1",3,"V137",4120,12,"tetx"
"17294","Nd","20170114c1v1",3,"V140",4133,5,"tetx"
"17295","Nd","20170114c1v1",3,"V143",4216,45,"tetx"
"17296","Nd","20170114c1v1",3,"V146",4273,12,"tetx"
"17297","Nd","20170114c1v1",3,"V147",4285,10,"tetx"
"17298","Nd","20170114c1v1",3,"V148",4369,82,"tetx"
"17299","Nd","20170114c1v1",3,"V152",4405,8,"tetx"
"17300","Nd","20170114c1v1",3,"V153",4418,11,"tetx"
"17301","Nd","20170114c1v1",3,"V154",4433,11,"tetx"
"17302","Nd","20170114c1v1",3,"V155",4445,8,"tetx"
"17303","Nd","20170114c1v1",3,"V158",4461,6,"tetx"
"17304","Nd","20170114c1v1",3,"V159",4470,6,"tetx"
"17305","Nd","20170114c1v1",3,"V160",4483,8,"tetx"
"17306","Nd","20170114c1v1",3,"V161",4498,12,"tetx"
"17307","Nd","20170114c1v1",3,"V162",4523,23,"tetx"
"17308","Nd","20170114c1v1",3,"V166",4570,28,"tetx"
"17309","Nd","20170114c1v1",3,"V167",4585,7,"tetx"
"17310","Nd","20170114c1v1",3,"V168",4626,39,"tetx"
"17311","Nd","20170114c1v1",3,"V170",4660,8,"tetx"
"17312","Nd","20170114c1v1",3,"V174",4954,5,"tetx"
"17313","Nd","20170114c1v1",3,"V175",4965,8,"tetx"
"17314","Nd","20170114c1v1",3,"V176",4973,5,"tetx"
"17315","Nd","20170114c1v1",3,"V178",4999,13,"tetx"
"17316","Nd","20170114c1v1",3,"V181",5030,11,"tetx"
"17317","Nd","20170114c1v1",3,"V187",5069,10,"tetx"
"17318","Nd","20170114c1v1",3,"V189",5086,6,"tetx"
"17319","Nd","20170114c1v1",3,"V191",5096,5,"tetx"
"17320","Nd","20170114c1v1",3,"V196",5119,5,"tetx"
"17321","Nd","20170114c1v1",3,"V198",5165,30,"tetx"
"17322","Nd","20170114c1v1",3,"V199",5180,11,"tetx"
"17323","Nd","20170114c1v1",3,"V200",5195,13,"tetx"
"17324","Nd","20170114c1v1",3,"V207",5253,10,"tetx"
"17325","Nd","20170114c1v1",3,"V208",5265,10,"tetx"
"17326","Nd","20170114c1v1",3,"V210",5292,21,"tetx"
"17327","Nd","20170114c1v1",3,"V211",5306,11,"tetx"
"17328","Nd","20170114c1v1",3,"V213",5329,6,"tetx"
"17329","Nd","20170114c1v1",3,"V216",5364,14,"tetx"
"17330","Nd","20170114c1v1",3,"V218",5384,6,"tetx"
"17331","Nd","20170114c1v1",3,"V221",5402,5,"tetx"
"17332","Nd","20170114c1v1",3,"V223",5422,7,"tetx"
"17333","Nd","20170114c1v1",3,"V231",5478,11,"tetx"
"17334","Nd","20170114c1v1",3,"V232",5485,5,"tetx"
"17335","Nd","20170114c1v1",3,"V234",5504,7,"tetx"
"17336","Nd","20170114c1v1",3,"V237",5523,5,"tetx"
"17337","Nd","20170114c1v1",3,"V242",5551,9,"tetx"
"17338","Nd","20170114c1v1",3,"V252",5617,6,"tetx"
"17339","Nd","20170114c1v1",3,"V255",5655,15,"tetx"
"17340","Nd","20170114c1v1",3,"V256",5669,10,"tetx"
"17341","Nd","20170114c1v1",3,"V263",5746,5,"tetx"
"17342","Nd","20170114c1v1",3,"V265",5770,6,"tetx"
"17343","Nd","20170114c1v1",3,"V269",5875,7,"tetx"
"17344","Nd","20170114c1v1",3,"V272",5909,14,"tetx"
"17345","Nd","20170114c1v1",3,"V286",6105,5,"tetx"
"17346","Nd","20170114c1v1",3,"V287",6137,5,"tetx"
"17347","Nd","20170114c1v1",3,"V290",6154,5,"tetx"
"17348","Nd","20170114c1v1",3,"V291",6181,18,"tetx"
"17349","Nd","20170114c1v1",3,"V306",6407,5,"tetx"
"17350","Nd","20170114c1v1",3,"V308",6422,6,"tetx"
"17351","Nd","20170114c1v1",3,"V309",6432,6,"tetx"
"17352","Nd","20170114c1v1",3,"V310",6447,7,"tetx"
"17353","Nd","20170114c1v1",3,"V318",6570,7,"tetx"
"17354","Nd","20170114c1v1",3,"V320",6596,17,"tetx"
"17355","Nd","20170114c1v1",3,"V321",6621,22,"tetx"
"17356","Nd","20170114c1v1",3,"V324",6665,5,"tetx"
"17357","Nd","20170114c1v1",3,"V326",6678,7,"tetx"
"17358","Nd","20170114c1v1",3,"V327",6688,7,"tetx"
"17359","Nd","20170114c1v1",3,"V329",6710,17,"tetx"
"17360","Nd","20170114c1v1",3,"V332",6743,17,"tetx"
"17361","Nd","20170114c1v1",3,"V336",6776,5,"tetx"
"17362","Nd","20170114c1v1",3,"V340",6804,7,"tetx"
"17363","Nd","20170114c1v1",3,"V341",6835,24,"tetx"
"17364","Nd","20170114c1v1",3,"V343",6872,31,"tetx"
"17365","Nd","20170114c1v1",3,"V344",6887,13,"tetx"
"17366","Nd","20170114c1v1",3,"V348",6913,6,"tetx"
"17367","Nd","20170114c1v1",3,"V351",6954,6,"tetx"
"17368","Nd","20170114c1v1",3,"V354",6969,6,"tetx"
"17369","Nd","20170114c1v1",3,"V361",7058,13,"tetx"
"17370","Nd","20170114c1v1",3,"V362",7276,8,"tetx"
"17371","Nd","20170114c1v1",3,"V364",7297,9,"tetx"
"17372","Nd","20170114c1v1",3,"V365",7304,5,"tetx"
"17373","Nd","20170114c1v1",3,"V370",7346,21,"tetx"
"17374","Nd","20170114c1v1",3,"V372",7360,7,"tetx"
"17375","Nd","20170114c1v1",3,"V378",7398,12,"tetx"
"17376","Nd","20170114c1v1",3,"V380",7417,10,"tetx"
"17377","Nd","20170114c1v1",3,"V382",7475,15,"tetx"
"17378","Nd","20170114c1v1",3,"V389",7521,5,"tetx"
"17379","Nd","20170114c1v1",3,"V390",7542,19,"tetx"
"17380","Nd","20170114c1v1",3,"V400",7602,7,"tetx"
"17381","Nd","20170114c1v1",3,"V403",7622,5,"tetx"
"17382","Nd","20170114c1v1",3,"V405",7649,18,"tetx"
"17383","Nd","20170114c1v1",3,"V407",7667,10,"tetx"
"17384","Nd","20170114c1v1",3,"V408",7682,13,"tetx"
"17385","Nd","20170114c1v1",3,"V409",7693,5,"tetx"
"17386","Nd","20170114c1v1",3,"V413",7711,5,"tetx"
"17387","Nd","20170114c1v1",3,"V416",7759,19,"tetx"
"17388","Nd","20170114c1v1",3,"V426",7852,10,"tetx"
"17389","Nd","20170114c1v1",3,"V439",8068,6,"tetx"
"17390","Nd","20170114c1v1",3,"V442",8150,6,"tetx"
"17391","Nd","20170114c1v1",3,"V445",8180,7,"tetx"
"17392","Nd","20170114c1v1",3,"V446",8205,9,"tetx"
"17393","Nd","20170114c1v1",3,"V447",8221,5,"tetx"
"17394","Nd","20170114c1v1",3,"V449",8252,9,"tetx"
"17395","Nd","20170114c1v1",3,"V451",8271,7,"tetx"
"17396","Nd","20170114c1v1",3,"V456",8305,6,"tetx"
"17397","Nd","20170114c1v1",3,"V467",8401,5,"tetx"
"17398","Nd","20170114c1v1",3,"V468",8418,13,"tetx"
"17399","Nd","20170114c1v1",3,"V471",8444,6,"tetx"
"17400","Nd","20170114c1v1",3,"V482",8568,6,"tetx"
"17401","Nd","20170114c1v1",3,"V484",8592,11,"tetx"
"17402","Nd","20170114c1v1",3,"V487",8610,6,"tetx"
"17403","Nd","20170114c1v1",3,"V492",8654,5,"tetx"
"17404","Nd","20170114c1v1",3,"V494",8678,9,"tetx"
"17405","Nd","20170114c1v1",3,"V501",8726,6,"tetx"
"17406","Nd","20170114c1v1",3,"V508",8844,6,"tetx"
"17407","Nd","20170114c1v1",3,"V510",8864,12,"tetx"
"17408","Nd","20170114c1v1",3,"V513",8880,6,"tetx"
"17409","Nd","20170114c1v1",3,"V514",8894,12,"tetx"
"17410","Nd","20170114c1v1",3,"V515",8923,19,"tetx"
"17411","Nd","20170114c1v1",3,"V516",8930,5,"tetx"
"17412","Nd","20170114c1v1",3,"V517",8939,7,"tetx"
"17413","Nd","20170114c1v1",3,"V518",8958,16,"tetx"
"17414","Nd","20170114c1v1",3,"V519",8988,28,"tetx"
"17415","Nd","20170114c1v1",3,"V523",9027,9,"tetx"
"17416","Nd","20170114c1v1",3,"V524",9047,16,"tetx"
"17417","Nd","20170114c1v1",3,"V525",9065,15,"tetx"
"17418","Nd","20170114c1v1",3,"V529",9094,5,"tetx"
"17419","Nd","20170114c1v1",3,"V530",9106,10,"tetx"
"17420","Nd","20170114c1v1",3,"V531",9117,9,"tetx"
"17421","Nd","20170114c1v1",3,"V534",9141,5,"tetx"
"17422","Nd","20170114c1v1",3,"V539",9249,5,"tetx"
"17423","Nd","20170114c1v1",3,"V541",9288,27,"tetx"
"17424","Nd","20170114c1v1",3,"V542",9299,9,"tetx"
"17425","Nd","20170114c1v1",3,"V544",9325,9,"tetx"
"17426","Nd","20170114c1v1",3,"V545",9332,5,"tetx"
"17427","Nd","20170114c1v1",3,"V547",9346,7,"tetx"
"17428","Nd","20170114c1v1",3,"V549",9358,7,"tetx"
"17429","Nd","20170114c1v1",3,"V554",9391,7,"tetx"
"17430","Nd","20170114c1v1",3,"V555",9417,24,"tetx"
"17431","Nd","20170114c1v1",3,"V556",9427,8,"tetx"
"17432","Nd","20170114c1v1",3,"V557",9436,7,"tetx"
"17433","Nd","20170114c1v1",3,"V558",9446,7,"tetx"
"17434","Nd","20170114c1v1",3,"V561",9471,12,"tetx"
"17435","Nd","20170114c1v1",3,"V563",9484,8,"tetx"
"17436","Nd","20170114c1v1",3,"V564",9494,8,"tetx"
"17437","Nd","20170114c1v1",3,"V567",9511,6,"tetx"
"17438","Nd","20170114c1v1",3,"V568",9518,5,"tetx"
"17439","Nd","20170114c1v1",3,"V570",9536,6,"tetx"
"17440","Nd","20170114c1v1",3,"V573",9554,5,"tetx"
"17441","Nd","20170114c1v1",3,"V576",9590,12,"tetx"
"17442","Nd","20170114c1v1",3,"V577",9599,7,"tetx"
"17443","Nd","20170114c1v1",3,"V582",9643,6,"tetx"
"17444","Nd","20170114c1v1",3,"V585",9666,8,"tetx"
"17445","Nd","20170114c1v1",3,"V587",9688,12,"tetx"
"17446","Nd","20170114c1v1",3,"V589",9719,24,"tetx"
"17447","Nd","20170114c1v1",3,"V597",9775,19,"tetx"
"17448","Nd","20170114c1v1",3,"V598",9783,5,"tetx"
"17449","Nd","20170114c1v1",3,"V600",9802,11,"tetx"
"17450","Nd","20170114c1v1",3,"V601",9810,6,"tetx"
"17451","Nd","20170114c1v1",3,"V603",9829,7,"tetx"
"17452","Nd","20170114c1v1",3,"V607",9863,6,"tetx"
"17453","Nd","20170114c1v1",3,"V608",9888,6,"tetx"
"17454","Nd","20170114c1v1",3,"V610",9907,5,"tetx"
"17455","Nd","20170114c1v1",3,"V611",9916,5,"tetx"
"17456","Nd","20170114c1v1",3,"V615",9944,13,"tetx"
"17457","Nd","20170114c1v1",3,"V617",9957,6,"tetx"
"17458","Nd","20170114c1v1",3,"V620",9991,9,"tetx"
"17459","Nd","20170114c1v1",3,"V635",10098,10,"tetx"
"17460","Nd","20170114c1v1",3,"V638",10119,5,"tetx"
"17461","Nd","20170114c1v1",3,"V639",10132,5,"tetx"
"17462","Nd","20170114c1v1",3,"V641",10145,5,"tetx"
"17463","Nd","20170114c1v1",3,"V644",10163,5,"tetx"
"17464","Nd","20170114c1v1",3,"V645",10181,7,"tetx"
"17465","Nd","20170114c1v1",3,"V646",10190,7,"tetx"
"17466","Nd","20170114c1v1",3,"V649",10216,5,"tetx"
"17467","Nd","20170114c1v1",3,"V650",10223,5,"tetx"
"17468","Nd","20170114c1v1",3,"V652",10236,5,"tetx"
"17469","Nd","20170114c1v1",3,"V654",10250,7,"tetx"
"17470","Nd","20170114c1v1",3,"V660",10321,6,"tetx"
"17471","Nd","20170114c1v1",3,"V664",10350,8,"tetx"
"17472","Nd","20170114c1v1",3,"V667",10384,6,"tetx"
"17473","Nd","20170114c1v1",3,"V672",10426,6,"tetx"
"17474","Nd","20170114c1v1",3,"V673",10437,7,"tetx"
"17475","Nd","20170114c1v1",3,"V674",10465,20,"tetx"
"17476","Nd","20170114c1v1",3,"V677",10509,5,"tetx"
"17477","Nd","20170114c1v1",3,"V679",10532,14,"tetx"
"17478","Nd","20170114c1v1",3,"V682",10566,9,"tetx"
"17479","Nd","20170114c1v1",3,"V687",10610,20,"tetx"
"17480","Nd","20170114c1v1",3,"V690",10644,5,"tetx"
"17481","Nd","20170114c1v1",3,"V693",10668,6,"tetx"
"17482","Nd","20170114c1v1",3,"V695",10686,11,"tetx"
"17483","Nd","20170114c1v1",3,"V696",10714,26,"tetx"
"17484","Nd","20170114c1v1",3,"V697",10737,8,"tetx"
"17485","Nd","20170114c1v1",3,"V699",10750,5,"tetx"
"17486","Nd","20170114c1v1",3,"V702",10780,7,"tetx"
"17487","Nd","20170114c1v1",3,"V704",10799,11,"tetx"
"17488","Nd","20170114c1v1",4,"V10",422,5,"tetx"
"17489","Nd","20170114c1v1",4,"V19",574,7,"tetx"
"17490","Nd","20170114c1v1",4,"V20",593,6,"tetx"
"17491","Nd","20170114c1v1",4,"V25",676,9,"tetx"
"17492","Nd","20170114c1v1",4,"V27",704,8,"tetx"
"17493","Nd","20170114c1v1",4,"V28",721,8,"tetx"
"17494","Nd","20170114c1v1",4,"V30",762,28,"tetx"
"17495","Nd","20170114c1v1",4,"V33",781,8,"tetx"
"17496","Nd","20170114c1v1",4,"V34",788,5,"tetx"
"17497","Nd","20170114c1v1",4,"V35",795,5,"tetx"
"17498","Nd","20170114c1v1",4,"V37",810,8,"tetx"
"17499","Nd","20170114c1v1",4,"V38",834,20,"tetx"
"17500","Nd","20170114c1v1",4,"V39",854,18,"tetx"
"17501","Nd","20170114c1v1",4,"V41",888,20,"tetx"
"17502","Nd","20170114c1v1",4,"V42",917,6,"tetx"
"17503","Nd","20170114c1v1",4,"V43",929,10,"tetx"
"17504","Nd","20170114c1v1",4,"V49",974,12,"tetx"
"17505","Nd","20170114c1v1",4,"V53",1006,14,"tetx"
"17506","Nd","20170114c1v1",4,"V55",1017,6,"tetx"
"17507","Nd","20170114c1v1",4,"V64",1090,16,"tetx"
"17508","Nd","20170114c1v1",4,"V66",1102,6,"tetx"
"17509","Nd","20170114c1v1",4,"V68",1128,16,"tetx"
"17510","Nd","20170114c1v1",4,"V70",1142,7,"tetx"
"17511","Nd","20170114c1v1",4,"V71",1154,9,"tetx"
"17512","Nd","20170114c1v1",4,"V72",1167,8,"tetx"
"17513","Nd","20170114c1v1",4,"V74",1183,6,"tetx"
"17514","Nd","20170114c1v1",4,"V75",1193,7,"tetx"
"17515","Nd","20170114c1v1",4,"V76",1202,7,"tetx"
"17516","Nd","20170114c1v1",4,"V81",1239,6,"tetx"
"17517","Nd","20170114c1v1",4,"V83",1274,22,"tetx"
"17518","Nd","20170114c1v1",4,"V89",1330,8,"tetx"
"17519","Nd","20170114c1v1",4,"V99",1757,48,"tetx"
"17520","Nd","20170114c1v1",4,"V106",3008,20,"tetx"
"17521","Nd","20170114c1v1",4,"V108",3039,16,"tetx"
"17522","Nd","20170114c1v1",4,"V115",3132,14,"tetx"
"17523","Nd","20170114c1v1",4,"V118",3159,17,"tetx"
"17524","Nd","20170114c1v1",4,"V119",3182,21,"tetx"
"17525","Nd","20170114c1v1",4,"V121",3261,68,"tetx"
"17526","Nd","20170114c1v1",4,"V122",3268,5,"tetx"
"17527","Nd","20170114c1v1",4,"V123",3288,14,"tetx"
"17528","Nd","20170114c1v1",4,"V124",3309,18,"tetx"
"17529","Nd","20170114c1v1",4,"V125",3380,69,"tetx"
"17530","Nd","20170114c1v1",4,"V126",3427,45,"tetx"
"17531","Nd","20170114c1v1",4,"V128",3446,14,"tetx"
"17532","Nd","20170114c1v1",4,"V132",3487,18,"tetx"
"17533","Nd","20170114c1v1",4,"V133",3528,33,"tetx"
"17534","Nd","20170114c1v1",4,"V138",3568,6,"tetx"
"17535","Nd","20170114c1v1",4,"V141",3591,7,"tetx"
"17536","Nd","20170114c1v1",4,"V143",3614,6,"tetx"
"17537","Nd","20170114c1v1",4,"V148",3687,10,"tetx"
"17538","Nd","20170114c1v1",4,"V155",4168,8,"tetx"
"17539","Nd","20170114c1v1",4,"V156",4177,5,"tetx"
"17540","Nd","20170114c1v1",4,"V158",4188,5,"tetx"
"17541","Nd","20170114c1v1",4,"V163",4217,10,"tetx"
"17542","Nd","20170114c1v1",4,"V164",4235,16,"tetx"
"17543","Nd","20170114c1v1",4,"V166",4271,28,"tetx"
"17544","Nd","20170114c1v1",4,"V171",4304,7,"tetx"
"17545","Nd","20170114c1v1",4,"V173",4333,24,"tetx"
"17546","Nd","20170114c1v1",4,"V174",4343,8,"tetx"
"17547","Nd","20170114c1v1",4,"V177",4371,16,"tetx"
"17548","Nd","20170114c1v1",4,"V178",4381,8,"tetx"
"17549","Nd","20170114c1v1",4,"V181",4404,9,"tetx"
"17550","Nd","20170114c1v1",4,"V182",4433,27,"tetx"
"17551","Nd","20170114c1v1",4,"V184",4447,9,"tetx"
"17552","Nd","20170114c1v1",4,"V185",4459,10,"tetx"
"17553","Nd","20170114c1v1",4,"V189",4488,9,"tetx"
"17554","Nd","20170114c1v1",4,"V190",4495,5,"tetx"
"17555","Nd","20170114c1v1",4,"V191",4509,12,"tetx"
"17556","Nd","20170114c1v1",4,"V193",4531,6,"tetx"
"17557","Nd","20170114c1v1",4,"V194",4561,28,"tetx"
"17558","Nd","20170114c1v1",4,"V195",4584,21,"tetx"
"17559","Nd","20170114c1v1",4,"V196",4594,8,"tetx"
"17560","Nd","20170114c1v1",4,"V198",4620,21,"tetx"
"17561","Nd","20170114c1v1",4,"V200",5372,744,"tetx"
"17562","Nd","20170114c1v1",4,"V201",6849,1049,"tetx"
"17563","Nd","20170114c1v1",4,"V202",7798,799,"tetx"
"17564","Nd","20170114c1v1",4,"V203",8672,122,"tetx"
"17565","Nd","20170114c1v1",4,"V208",8983,12,"tetx"
"17566","Nd","20170114c1v1",4,"V213",9092,26,"tetx"
"17567","Nd","20170114c1v1",4,"V214",9128,31,"tetx"
"17568","Nd","20170114c1v1",4,"V215",9136,6,"tetx"
"17569","Nd","20170114c1v1",4,"V218",9169,15,"tetx"
"17570","Nd","20170114c1v1",4,"V219",9197,22,"tetx"
"17571","Nd","20170114c1v1",4,"V220",9219,20,"tetx"
"17572","Nd","20170114c1v1",4,"V221",9238,16,"tetx"
"17573","Nd","20170114c1v1",4,"V222",9247,6,"tetx"
"17574","Nd","20170114c1v1",4,"V223",10799,1550,"tetx"
"17575","Nd","20170114c1v1",5,"V2",1205,1144,"tetx"
"17576","Nd","20170114c1v1",5,"V7",1729,5,"tetx"
"17577","Nd","20170114c1v1",5,"V8",1738,6,"tetx"
"17578","Nd","20170114c1v1",5,"V9",1749,9,"tetx"
"17579","Nd","20170114c1v1",5,"V15",1809,5,"tetx"
"17580","Nd","20170114c1v1",5,"V16",1818,6,"tetx"
"17581","Nd","20170114c1v1",5,"V17",1836,6,"tetx"
"17582","Nd","20170114c1v1",5,"V18",1845,7,"tetx"
"17583","Nd","20170114c1v1",5,"V19",1859,11,"tetx"
"17584","Nd","20170114c1v1",5,"V20",1894,33,"tetx"
"17585","Nd","20170114c1v1",5,"V22",1906,6,"tetx"
"17586","Nd","20170114c1v1",5,"V27",1941,6,"tetx"
"17587","Nd","20170114c1v1",5,"V28",1970,20,"tetx"
"17588","Nd","20170114c1v1",5,"V30",1992,13,"tetx"
"17589","Nd","20170114c1v1",5,"V31",2002,8,"tetx"
"17590","Nd","20170114c1v1",5,"V35",2034,15,"tetx"
"17591","Nd","20170114c1v1",5,"V36",2051,15,"tetx"
"17592","Nd","20170114c1v1",5,"V38",2065,9,"tetx"
"17593","Nd","20170114c1v1",5,"V41",2088,12,"tetx"
"17594","Nd","20170114c1v1",5,"V43",2101,5,"tetx"
"17595","Nd","20170114c1v1",5,"V48",2136,14,"tetx"
"17596","Nd","20170114c1v1",5,"V50",2150,5,"tetx"
"17597","Nd","20170114c1v1",5,"V51",2165,8,"tetx"
"17598","Nd","20170114c1v1",5,"V58",2207,13,"tetx"
"17599","Nd","20170114c1v1",5,"V60",2223,11,"tetx"
"17600","Nd","20170114c1v1",5,"V64",2246,10,"tetx"
"17601","Nd","20170114c1v1",5,"V66",2260,8,"tetx"
"17602","Nd","20170114c1v1",5,"V67",2267,5,"tetx"
"17603","Nd","20170114c1v1",5,"V70",2284,7,"tetx"
"17604","Nd","20170114c1v1",5,"V71",2291,5,"tetx"
"17605","Nd","20170114c1v1",5,"V74",2323,19,"tetx"
"17606","Nd","20170114c1v1",5,"V77",2344,11,"tetx"
"17607","Nd","20170114c1v1",5,"V79",2381,15,"tetx"
"17608","Nd","20170114c1v1",5,"V86",2430,18,"tetx"
"17609","Nd","20170114c1v1",5,"V90",2470,5,"tetx"
"17610","Nd","20170114c1v1",5,"V95",2501,12,"tetx"
"17611","Nd","20170114c1v1",5,"V99",2564,16,"tetx"
"17612","Nd","20170114c1v1",5,"V108",2630,7,"tetx"
"17613","Nd","20170114c1v1",5,"V111",3026,5,"tetx"
"17614","Nd","20170114c1v1",5,"V112",3036,6,"tetx"
"17615","Nd","20170114c1v1",5,"V114",3084,5,"tetx"
"17616","Nd","20170114c1v1",5,"V117",3198,8,"tetx"
"17617","Nd","20170114c1v1",5,"V125",3389,8,"tetx"
"17618","Nd","20170114c1v1",5,"V127",3407,9,"tetx"
"17619","Nd","20170114c1v1",5,"V133",3541,5,"tetx"
"17620","Nd","20170114c1v1",5,"V138",3719,5,"tetx"
"17621","Nd","20170114c1v1",5,"V139",3738,17,"tetx"
"17622","Nd","20170114c1v1",5,"V140",3753,8,"tetx"
"17623","Nd","20170114c1v1",5,"V142",3781,15,"tetx"
"17624","Nd","20170114c1v1",5,"V143",3817,27,"tetx"
"17625","Nd","20170114c1v1",5,"V144",3834,10,"tetx"
"17626","Nd","20170114c1v1",5,"V147",3871,13,"tetx"
"17627","Nd","20170114c1v1",5,"V148",3889,11,"tetx"
"17628","Nd","20170114c1v1",5,"V150",3924,17,"tetx"
"17629","Nd","20170114c1v1",5,"V151",3939,8,"tetx"
"17630","Nd","20170114c1v1",5,"V153",3971,17,"tetx"
"17631","Nd","20170114c1v1",5,"V154",3983,5,"tetx"
"17632","Nd","20170114c1v1",5,"V155",4010,7,"tetx"
"17633","Nd","20170114c1v1",5,"V158",4061,19,"tetx"
"17634","Nd","20170114c1v1",5,"V160",4099,10,"tetx"
"17635","Nd","20170114c1v1",5,"V161",4108,7,"tetx"
"17636","Nd","20170114c1v1",5,"V163",4131,13,"tetx"
"17637","Nd","20170114c1v1",5,"V164",4154,19,"tetx"
"17638","Nd","20170114c1v1",5,"V166",4165,6,"tetx"
"17639","Nd","20170114c1v1",5,"V168",4181,6,"tetx"
"17640","Nd","20170114c1v1",5,"V169",4188,5,"tetx"
"17641","Nd","20170114c1v1",5,"V170",4201,11,"tetx"
"17642","Nd","20170114c1v1",5,"V174",4223,6,"tetx"
"17643","Nd","20170114c1v1",5,"V178",4261,25,"tetx"
"17644","Nd","20170114c1v1",5,"V179",4269,6,"tetx"
"17645","Nd","20170114c1v1",5,"V184",4298,8,"tetx"
"17646","Nd","20170114c1v1",5,"V185",4307,7,"tetx"
"17647","Nd","20170114c1v1",5,"V187",4320,6,"tetx"
"17648","Nd","20170114c1v1",5,"V193",4430,83,"tetx"
"17649","Nd","20170114c1v1",5,"V195",4469,29,"tetx"
"17650","Nd","20170114c1v1",5,"V196",4481,6,"tetx"
"17651","Nd","20170114c1v1",5,"V197",4495,7,"tetx"
"17652","Nd","20170114c1v1",5,"V200",4542,7,"tetx"
"17653","Nd","20170114c1v1",5,"V204",4578,5,"tetx"
"17654","Nd","20170114c1v1",5,"V214",5260,5,"tetx"
"17655","Nd","20170114c1v1",5,"V217",5290,8,"tetx"
"17656","Nd","20170114c1v1",5,"V220",5334,5,"tetx"
"17657","Nd","20170114c1v1",5,"V221",5345,9,"tetx"
"17658","Nd","20170114c1v1",5,"V222",5365,6,"tetx"
"17659","Nd","20170114c1v1",5,"V224",5432,5,"tetx"
"17660","Nd","20170114c1v1",5,"V231",5645,11,"tetx"
"17661","Nd","20170114c1v1",5,"V232",5703,34,"tetx"
"17662","Nd","20170114c1v1",5,"V233",5717,12,"tetx"
"17663","Nd","20170114c1v1",5,"V234",5740,6,"tetx"
"17664","Nd","20170114c1v1",5,"V236",5784,32,"tetx"
"17665","Nd","20170114c1v1",5,"V237",5875,89,"tetx"
"17666","Nd","20170114c1v1",5,"V239",5978,92,"tetx"
"17667","Nd","20170114c1v1",5,"V241",6015,30,"tetx"
"17668","Nd","20170114c1v1",5,"V244",6048,23,"tetx"
"17669","Nd","20170114c1v1",5,"V247",6167,105,"tetx"
"17670","Nd","20170114c1v1",5,"V248",6920,741,"tetx"
"17671","Nd","20170114c1v1",5,"V249",7190,263,"tetx"
"17672","Nd","20170114c1v1",5,"V250",7224,6,"tetx"
"17673","Nd","20170114c1v1",5,"V251",7233,6,"tetx"
"17674","Nd","20170114c1v1",5,"V252",7242,5,"tetx"
"17675","Nd","20170114c1v1",5,"V260",7312,5,"tetx"
"17676","Nd","20170114c1v1",5,"V263",7352,5,"tetx"
"17677","Nd","20170114c1v1",5,"V266",7397,6,"tetx"
